[114040,701955] [111980,704030]
[846010,43993] [821987,58037]
[206000,578668] [175993,581023]
[221015,588029] [206986,578936]
[66059,412984] [62880,426021]
[961741,491003] [962530,464985]
[928995,492846] [952070,496083]
[994967,579015] [998238,545996]
[898959,271987] [907020,307032]
[498074,970975] [468877,998001]
[856962,61005] [857108,41989]
[882031,86051] [849996,75826]
[135974,505935] [154010,510099]
[132930,472979] [135085,505009]
[248059,556068] [236993,551922]
[39130,527008] [24978,511959]
[813968,514008] [817173,492991]
[785978,529027] [813042,514900]
[775962,608015] [780076,578998]
[989000,702018] [956959,689968]
[694882,668962] [717010,696014]
[302943,696007] [305007,677993]
[501601,850014] [503135,829985]
[533011,828604] [503999,829379]
[464014,557073] [434946,549863]
[303991,760591] [335001,759733]
[304044,990988] [279994,996100]
[94929,582026] [100077,551958]
[54042,345035] [30976,326986]
[78030,382000] [72986,350997]
[41995,467044] [58131,439906]
[120042,393029] [103897,358998]
[99040,23010] [86999,18998]
[499035,792966] [485928,822024]
[671013,805891] [644948,826111]
[379016,955959] [338983,963085]
[213949,627059] [242023,618998]
[208091,646025] [202910,634990]
[305059,677006] [282987,653953]
[160033,553017] [153902,520996]
[236095,551975] [229998,565004]
[143988,595008] [175003,581954]
[76998,598952] [101014,610088]
[201107,328979] [187978,360032]
[284974,726041] [302126,696935]
[922945,748005] [941036,724972]
[628023,329985] [602930,350117]
[190099,842972] [177824,877014]
[927197,773987] [912966,808018]
[956077,689990] [941936,724011]
[628931,329978] [642027,339012]
[906989,14703] [942000,11898]
[854023,990219] [819999,975958]
[39090,527996] [28944,543031]
[76004,598050] [52948,565990]
[113987,887002] [130016,846957]
[171138,166994] [155974,191032]
[602012,350984] [581971,382077]
[645993,272010] [653120,234965]
[845953,506975] [865059,540037]
[129973,161985] [155013,191032]
[230003,841357] [190982,842047]
[99940,23901] [109024,28036]
[728006,893916] [718998,895099]
[986000,290003] [968989,251895]
[375995,93039] [415018,85979]
[718100,895985] [716903,932001]
[96005,33936] [65944,65051]
